Player1,Player2,Round,Result,FNL1,FNL2,FSP.1,FSW.1,SSP.1,SSW.1,ACE.1,DBF.1,WNR.1,UFE.1,BPC.1,BPW.1,NPA.1,NPW.1,TPW.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,FSP.2,FSW.2,SSP.2,SSW.2,ACE.2,DBF.2,WNR.2,UFE.2,BPC.2,BPW.2,NPA.2,NPW.2,TPW.2,ST1.2,ST2.2,ST3.2,ST4.2,ST5.2
Alex Bogomolov Jr.,Tim Smyczek,1,0,2,3,69,87,31,30,8,9,0,0,6,14,24.0,33.0,173,6,6,6,4.0,4.0,63,73,37,26,21,3,0,0,5,16,28.0,44.0,169,3,7,2,6.0,6.0
Marcel Granollers,Rajeev Ram,1,1,3,2,62,63,38,28,14,4,0,0,6,11,25.0,42.0,145,3,4,6,6.0,7.0,66,66,34,22,11,2,0,0,4,10,45.0,79.0,127,6,6,2,3.0,5.0
Tommy Haas,Yen-Hsun Lu,1,1,3,0,60,51,40,20,15,9,0,0,6,10,15.0,20.0,118,6,6,7,0,0,68,44,32,13,4,5,0,0,4,13,11.0,23.0,101,3,4,6,0,0
Alexandr Dolgopolov,Mikhail Youzhny,1,0,0,3,53,35,47,19,10,4,0,0,2,9,0,0,84,5,1,3,0,0,52,33,48,23,8,3,0,0,7,19,0,0,104,7,6,6,0,0
Evgeny Donskoy,Peter Gojowczyk,1,1,3,2,55,63,45,34,9,2,0,0,5,17,0,0,155,6,6,3,4.0,6.0,55,67,45,30,15,8,0,0,4,10,0,0,151,3,4,6,6.0,3.0
Lleyton Hewitt,Juan Martin Del Potro,1,1,3,2,50,56,50,38,10,7,0,0,8,18,32.0,50.0,160,6,5,3,7.0,6.0,57,57,43,39,11,8,0,0,6,11,21.0,36.0,151,4,7,6,6.0,1.0
Andreas Seppi,Somdev Devvarman,1,1,3,0,52,48,48,27,5,7,0,0,7,13,23.0,33.0,123,7,6,7,0,0,56,41,44,24,7,4,0,0,5,18,13.0,22.0,114,6,4,5,0,0
Tobias Kamke,Denis Istomin,1,0,0,3,46,19,54,23,3,5,0,0,2,2,0,0,62,4,2,2,0,0,46,24,54,21,6,3,0,0,7,13,0,0,82,6,6,6,0,0
Stanislas Wawrinka,Ivo Karlovic,1,1,3,0,60,51,40,25,9,5,0,0,3,7,25.0,36.0,111,7,7,6,0,0,63,52,37,21,12,6,0,0,1,2,37.0,59.0,98,5,6,4,0,0
Marcos Baghdatis,Kevin Anderson,1,1,3,0,43,24,57,24,10,6,0,0,6,12,6.0,8.0,82,6,6,6,0,0,64,27,36,11,7,4,0,0,0,0,4.0,14.0,53,2,2,2,0,0
Julien Benneteau,Jeremy Chardy,1,1,3,0,58,39,42,18,9,2,0,0,7,12,14.0,21.0,98,6,6,6,0,0,57,29,43,13,11,9,0,0,3,9,12.0,22.0,76,4,3,4,0,0
Denis Kudla,Tomas Berdych,1,0,0,3,60,49,40,26,1,6,0,0,4,14,12.0,15.0,114,6,6,3,0,0,57,49,43,28,11,3,0,0,5,15,12.0,24.0,141,7,7,6,0,0
Richard Gasquet,Dmitry Tursunov,1,1,3,1,64,42,36,21,14,4,0,0,4,11,14.0,25.0,112,6,2,6,4.0,0,53,46,47,24,25,4,0,0,3,7,12.0,21.0,99,3,6,4,2.0,0
Feliciano Lopez,Milos Raonic,1,0,1,3,59,56,41,29,7,8,0,0,0,4,17.0,27.0,113,7,4,3,4.0,0,67,66,33,19,28,6,0,0,4,8,23.0,38.0,134,6,6,6,6.0,0
Roger Federer,Adrian Mannarino,1,1,3,0,57,36,43,15,8,4,0,0,6,14,19,24,90,6,6,6,0,0,65,27,35,9,1,0,0,0,0,1,9,18,54,3,0,2,0,0
Tommy Robredo,Daniel Evans,1,1,3,1,60,58,40,25,11,5,0,0,7,14,22,37,150,7,6,4,7.0,0,62,65,38,23,8,8,0,0,4,11,41,66,130,6,1,6,5.0,0
John Isner,Philipp Kohlschreiber,1,0,1,3,74,72,26,14,26,5,0,0,2,7,18,31,123,4,6,5,6.0,0,73,73,27,20,6,1,0,0,3,4,15,18,123,6,3,7,7.0,0
Ivan Dodig,Rafael Nadal,1,0,0,3,52,28,48,18,6,1,0,0,0,2,13,27,63,4,3,3,0,0,65,41,35,20,3,2,0,0,4,7,14,17,90,6,6,6,0,0
Novak Djokovic,Joao Sousa,1,1,3,0,68,30,32,12,3,2,0,0,8,13,22,30,94,6,6,6,0,0,59,30,41,10,2,3,0,0,1,2,10,21,54,0,2,2,0,0
Tim Smyczek,Marcel Granollers,1,0,2,3,61,63,39,26,10,3,0,0,7,16,39,55,146,4,6,6,3.0,5.0,59,66,41,28,10,3,0,0,6,12,25,43,147,6,4,0,6.0,7.0
Tommy Haas,Mikhail Youzhny,1,0,1,3,50,37,50,22,5,1,0,0,4,9,25,41,95,3,2,6,3.0,0,57,43,43,21,9,6,0,0,7,12,12,21,109,6,6,2,6.0,0
Evgeny Donskoy,Lleyton Hewitt,1,0,1,3,58,55,42,17,13,2,0,0,1,7,6,14,111,3,6,6,1.0,0,52,49,48,37,11,2,0,0,4,7,24,31,128,6,7,3,6.0,0
Stanislas Wawrinka,Marcos Baghdatis,1,1,3,1,52,55,48,37,11,5,0,0,5,15,25,30,151,6,6,6,7.0,0,47,50,53,43,16,8,0,0,2,9,25,37,132,3,2,7,6.0,0
Julien Benneteau,Tomas Berdych,1,0,0,3,52,25,48,12,5,6,0,0,0,3,13,20,63,0,3,2,0,0,58,39,42,14,11,1,0,0,6,14,13,17,93,6,6,6,0,0
Richard Gasquet,Milos Raonic,1,1,3,2,59,81,41,45,6,9,0,0,5,21,31,44,195,6,7,2,7.0,7.0,56,83,44,46,39,11,0,0,6,22,47,69,207,7,6,6,6.0,5.0
Janko Tipsarevic,David Ferrer,1,0,1,3,59,68,41,34,8,5,0,0,5,14,29,48,153,6,6,5,6.0,0,65,68,35,23,13,4,0,0,5,16,33,42,164,7,3,7,7.0,0
Roger Federer,Tommy Robredo,1,0,0,3,60,38,40,16,5,0,0,0,2,16,32,52,101,6,3,4,0,0,70,61,30,17,6,4,0,0,4,7,11,17,110,7,6,6,0,0
Philipp Kohlschreiber,Rafael Nadal,1,0,1,3,63,58,37,26,12,1,0,0,0,1,22,34,112,7,4,3,1.0,0,66,54,34,26,3,0,0,0,5,21,23,31,136,6,6,6,6.0,0
Mikhail Youzhny,Lleyton Hewitt,1,1,3,2,59,55,41,29,9,6,0,0,10,14,26,37,145,6,3,6,6.0,7.0,52,48,48,37,8,9,0,0,8,12,39,67,146,3,6,7,4.0,5.0
Andy Murray,Denis Istomin,1,1,3,1,63,58,37,23,5,5,0,0,6,15,32,38,129,6,6,6,6.0,0,69,55,31,20,4,2,0,0,2,4,19,37,114,7,1,4,4.0,0
Tommy Robredo,Rafael Nadal,1,0,0,3,52,20,48,9,3,4,0,0,0,0,7,15,43,0,2,2,0,0,61,31,39,14,2,0,0,0,7,10,15,16,82,6,6,6,0,0
Novak Djokovic,Mikhail Youzhny,1,1,3,1,68,49,32,19,5,1,0,0,7,12,27,39,115,6,6,3,6.0,0,56,29,44,23,2,4,0,0,2,10,10,21,87,3,2,6,0.0,0
Andy Murray,Stanislas Wawrinka,1,0,0,3,63,37,37,22,5,4,0,0,0,0,10,22,78,4,3,2,0,0,55,37,45,20,4,4,0,0,4,11,31,42,107,6,6,6,0,0
Novak Djokovic,Stanislas Wawrinka,1,1,3,2,67,64,33,25,9,6,0,0,4,19,29,40,165,2,7,3,6.0,6.0,50,68,50,48,8,7,0,0,5,9,26,41,165,6,6,6,3.0,4.0
Richard Gasquet,Rafael Nadal,1,0,0,3,64,41,36,15,6,4,0,0,1,6,24,35,84,4,6,2,0,0,71,51,29,16,3,1,0,0,4,4,22,28,102,6,7,6,0,0
Novak Djokovic,Rafael Nadal,1,0,1,3,68,40,32,16,6,2,0,0,3,11,22,36,102,2,6,4,1.0,0,64,51,36,24,1,1,0,0,7,12,17,23,121,6,3,6,6.0,0
B.Becker,A.Murray,1,0,0,3,59,29,41,14,5,1,26,18,5,1,28,19,0,4,3,2,0,0,57,39,43,20,11,2,38,16,10,5,23,17,0,6,6,6,0,0
J.Ward,Y-H.Lu,1,0,1,3,62,77,38,35,18,4,60,28,13,1,27,19,0,7,4,6,6.0,0,67,85,33,31,12,3,57,32,15,2,46,39,0,6,6,7,7.0,0
N.Mahut,J.Hajek,1,1,3,0,72,44,28,10,17,3,41,18,8,5,26,17,0,6,6,6,0,0,70,34,30,14,4,0,24,13,1,0,19,12,0,2,4,3,0,0
T.Robredo,A.Bogomolov Jr.,1,1,3,0,77,40,23,12,6,0,25,11,14,5,14,11,0,6,6,6,0,0,79,35,21,8,1,4,16,27,0,0,22,13,0,2,2,4,0,0
R.Haase,M.Youzhny,1,0,0,3,68,61,32,15,7,2,32,29,2,0,29,20,0,4,5,5,0,0,67,53,33,17,9,3,40,26,21,3,44,30,0,6,7,7,0,0
M.Gicquel,V.Pospisil,1,0,0,3,59,41,41,27,7,6,22,28,6,1,11,6,0,3,2,6,0,0,70,56,30,11,25,3,53,30,12,4,33,26,0,6,6,7,0,0
A.Kuznetsov,A.Montanes,1,1,3,1,63,56,37,21,21,3,56,32,16,4,21,15,0,6,6,3,6.0,0,73,59,27,14,7,8,33,28,9,2,11,10,0,3,4,6,3.0,0
J.Tipsarevic,V.Troicki,1,0,0,3,61,47,39,21,3,1,28,16,4,0,33,24,0,3,4,6,0,0,71,55,29,16,15,2,40,26,10,2,38,27,0,6,6,7,0,0
L.Lacko,R.Ram,1,0,1,3,64,66,36,18,13,2,55,40,3,1,22,15,0,5,4,7,2.0,0,67,64,33,23,16,0,52,21,16,5,50,32,0,7,6,6,6.0,0
J.Monaco,B.Knittel,1,1,3,0,78,46,22,9,6,2,19,20,14,6,9,7,0,6,6,6,0,0,58,33,42,17,4,12,17,44,1,1,21,14,0,4,2,3,0,0
T.Kamke,J.Benneteau,1,0,1,3,69,60,31,14,3,2,33,33,7,2,34,25,0,4,7,4,2.0,0,63,65,37,26,12,6,60,27,12,6,61,44,0,6,6,6,6.0,0
F.Verdasco,X.Malisse,1,1,3,1,63,58,37,21,20,7,64,29,11,6,25,18,0,6,6,6,6.0,0,63,48,37,24,7,1,23,34,2,1,27,14,0,7,1,4,3.0,0
E.Roger-Vasselin,E.Gulbis,1,0,0,3,66,48,34,21,5,5,42,30,11,2,49,29,0,6,4,5,0,0,65,59,35,20,20,6,55,36,8,4,26,17,0,7,6,7,0,0
J-W.Tsonga,D.Goffin,1,1,3,0,68,54,32,15,18,2,47,13,6,3,48,32,0,7,6,6,0,0,71,46,29,19,2,3,40,10,1,0,36,26,0,6,4,3,0,0
V.Hanescu,R.Federer,1,0,0,3,85,26,15,3,3,1,14,13,0,0,22,8,0,3,2,0,0,0,70,35,30,14,7,0,32,6,8,6,25,21,0,6,6,6,0,0
R.Dutra Silva,S.Stakhovsky,1,0,0,3,54,27,46,17,1,3,17,22,2,0,21,11,0,4,0,4,0,0,62,38,38,20,7,2,29,15,8,5,41,29,0,6,6,6,0,0
K.Edmund,J.Janowicz,1,0,0,3,71,39,29,10,4,3,17,12,4,0,11,9,0,2,2,4,0,0,68,40,32,17,11,4,39,17,21,5,17,11,0,6,6,6,0,0
R.Stepanek,M.Reid,1,1,3,0,66,37,34,17,8,1,35,19,12,5,43,33,0,6,6,6,0,0,60,34,40,12,12,7,29,30,2,0,21,10,0,2,2,4,0,0
M.Matosevic,G.Rufin,1,0,1,3,53,43,47,22,6,3,29,36,12,4,31,17,0,1,6,4,3.0,0,47,42,53,26,6,9,29,47,14,8,34,20,0,6,4,6,6.0,0
N.Almagro,J.Zopp,1,1,3,0,55,43,45,29,11,4,36,14,10,2,21,18,0,6,7,7,0,0,52,51,48,27,11,11,34,36,0,0,26,14,0,4,6,5,0,0
L.Hewitt,S.Wawrinka,1,1,3,0,57,37,43,26,5,1,32,11,15,6,31,20,0,6,7,6,0,0,60,41,40,20,12,2,44,37,10,2,21,13,0,4,5,3,0,0
D.Brown,G.Garcia-Lopez,1,1,3,0,75,47,25,12,9,2,46,21,7,4,41,29,0,6,6,6,0,0,67,32,33,10,4,4,23,13,3,0,13,9,0,3,3,3,0,0
P.Andujar,A.Mannarino,1,0,0,3,60,32,40,12,1,3,15,20,0,0,15,11,0,1,2,3,0,0,63,31,37,17,6,0,34,14,13,6,31,23,0,6,6,6,0,0
J.Isner,E.Donskoy,1,1,3,0,75,55,25,19,22,1,40,20,4,2,24,16,0,6,7,7,0,0,65,47,35,15,4,4,27,20,0,0,18,13,0,1,6,6,0,0
L.Kubot,I.Andreev,1,1,3,0,60,34,40,16,11,6,43,18,11,7,37,28,0,6,7,6,0,0,69,28,31,9,5,2,20,21,3,2,9,4,0,1,5,2,0,0
R.Nadal,S.Darcis,1,0,0,3,67,52,33,21,6,3,32,24,7,2,36,28,0,6,6,4,0,0,60,53,40,28,13,2,53,24,11,3,46,32,0,7,7,6,0,0
A.Ramos,J.Del Potro,1,0,0,3,58,30,42,8,7,4,29,23,6,1,16,9,0,2,5,1,0,0,73,45,27,12,10,1,34,10,8,6,11,9,0,6,7,6,0,0
G.Pella,J.Levine,1,0,2,3,65,58,35,26,15,3,50,33,19,4,30,22,0,4,2,6,6.0,3.0,63,63,37,29,18,10,61,53,8,5,46,34,0,6,6,4,3.0,4.0
G.Zemlja,M.Russell,1,1,3,1,68,67,32,20,18,5,68,33,10,6,44,31,0,6,6,6,6.0,0,66,60,34,17,10,5,38,36,11,2,30,20,0,7,4,4,1.0,0
G.Dimitrov,S.Bolelli,1,1,3,0,73,43,27,10,15,2,26,9,11,5,16,12,0,6,6,6,0,0,59,34,41,13,4,2,20,28,0,0,12,5,0,1,4,3,0,0
D.Istomin,A.Seppi,1,0,2,3,62,78,38,32,17,2,60,40,7,3,23,14,0,6,6,7,6.0,3.0,61,84,39,36,13,5,47,49,5,2,26,17,0,7,7,5,3.0,6.0
M.Llodra,J.Nieminen,1,1,3,0,62,43,38,21,17,4,43,15,6,3,47,32,0,7,6,6,0,0,65,44,35,18,3,3,24,14,1,1,15,9,0,6,4,3,0,0
I.Dodig,P.Kohlschreiber,1,1,3,2,65,84,35,25,20,8,69,30,12,2,54,36,0,4,6,7,6.0,2.0,57,75,43,37,14,3,60,34,6,1,39,23,0,6,7,6,3.0,1.0
J.Duckworth,D.Kudla,1,0,2,3,58,63,42,20,19,5,53,44,17,4,47,32,0,4,2,6,6.0,1.0,61,63,39,35,5,3,44,31,15,7,47,31,0,6,6,3,4.0,6.0
A.Kuznetsov,I.Sijsling,1,0,0,3,61,39,39,11,8,1,39,18,6,0,17,12,0,3,4,4,0,0,60,49,40,21,12,9,39,17,4,3,26,16,0,6,6,6,0,0
M.Raonic,C.Berlocq,1,1,3,0,71,45,29,13,19,5,54,18,12,4,27,17,0,6,6,6,0,0,64,42,36,18,4,2,23,13,1,0,25,16,0,4,3,3,0,0
G.Elias,A.Dolgopolov,1,0,0,3,43,22,57,26,0,6,14,20,2,1,22,12,0,1,6,2,0,0,64,38,36,19,7,0,38,17,10,5,42,27,0,6,7,6,0,0
H.Zeballos,S.Giraldo,1,0,2,3,61,66,39,37,17,6,66,55,9,2,46,28,0,6,6,7,1.0,3.0,73,76,27,30,13,0,47,39,9,5,27,15,0,3,7,6,6.0,6.0
R.Bautista Agut,T.Gabashvili,1,1,3,0,75,63,25,16,6,1,31,25,10,4,20,15,0,6,6,7,0,0,58,40,42,21,5,5,38,52,8,2,26,16,0,3,4,6,0,0
D.Ferrer,M.Alund,1,1,3,1,68,57,32,15,7,6,31,22,12,6,30,26,0,6,4,7,6.0,0,74,53,26,13,8,2,28,23,3,2,23,14,0,1,6,5,2.0,0
P.Petzschner,M.Przysiezny,1,0,0,3,65,31,35,11,3,0,19,26,4,1,26,14,0,3,6,0,0,0,56,41,44,21,4,2,29,20,8,5,27,22,0,6,7,6,0,0
K.Anderson,O.Rochus,1,1,3,0,72,39,28,14,28,2,68,19,10,5,16,9,0,6,6,6,0,0,62,30,38,17,0,0,17,14,0,0,4,1,0,4,2,1,0,0
B.Tomic,S.Querrey,1,1,3,2,78,86,22,20,11,2,45,30,8,2,21,10,0,7,7,3,2.0,6.0,64,81,36,28,36,5,79,43,13,4,42,29,0,6,6,6,6.0,3.0
J.Blake,T.De Bakker,1,1,3,0,52,30,48,20,7,1,31,7,17,6,31,22,0,6,6,6,0,0,64,30,36,14,7,3,23,17,1,0,23,10,0,1,3,2,0,0
A.Haider-Maurer,G.Soeda,1,0,0,3,56,43,44,18,8,6,35,29,2,2,26,16,0,6,5,1,0,0,55,39,45,25,9,2,31,14,9,5,21,14,0,7,7,6,0,0
R.Gasquet,M.Granollers,1,1,3,1,65,65,35,22,8,1,60,28,16,5,46,31,0,6,6,7,6.0,0,72,73,28,15,11,3,48,29,5,2,75,50,0,7,4,5,4.0,0
D.Tursunov,T.Haas,1,0,0,3,56,37,44,24,5,4,29,13,4,0,22,14,0,3,5,5,0,0,64,56,36,18,17,3,45,13,6,3,19,14,0,6,7,7,0,0
W.Odesnik,Y-T.Wang,1,0,2,3,70,73,30,28,6,2,52,60,12,8,35,21,0,6,6,2,6.0,5.0,69,69,31,22,9,2,50,59,25,9,52,35,0,7,4,6,3.0,7.0
R.Harrison,J.Chardy,1,0,1,3,65,70,35,30,18,2.0,43,17,3,1,49,26,0,6,6,5,2.0,0,66,66,34,22,10,6.0,60,30,17,3,63,43,0,7,4,7,6.0,0
B.Kavcic,J.Struff,1,0,0,3,58,40,42,12,7,1.0,16,19,9,0,5,3,0,4,1,3,0,0,59,38,41,22,20,3.0,53,25,14,5,17,11,0,6,6,6,0,0
B.Reynolds,S.Johnson,1,1,3,2,62,68,38,38,22,1.0,52,32,16,3,45,26,0,1,7,6,6.0,6.0,55,76,45,39,25,8.0,76,55,11,2,36,26,0,6,6,3,7.0,4.0
N.Djokovic,F.Mayer,1,1,3,0,63,41,37,26,5,0,40,20,11,3,26,20,0,6,7,6,0,0,60,46,40,20,3,0,25,12,3,0,29,19,0,3,5,4,0,0
Y-H.Lu,A.Murray,2,0,0,3,66,49,34,13,1,5.0,29,27,3,0,39,25,0,3,3,5,0,0,63,44,37,20,11,1.0,41,14,15,4,23,19,0,6,6,7,0,0
T.Robredo,N.Mahut,2,1,3,0,63,52,37,28,9,3.0,38,9,5,2,15,10,0,7,6,7,0,0,65,48,35,18,17,3.0,39,19,2,0,54,31,0,6,1,6,0,0
V.Pospisil,M.Youzhny,2,0,2,3,63,83,37,25,26,2.0,66,27,7,2,61,39,0,2,7,6,6.0,4.0,64,76,36,39,8,2.0,53,20,7,4,46,32,0,6,6,7,3.0,6.0
V.Troicki,A.Kuznetsov,2,1,3,0,63,43,37,16,15,4.0,30,17,12,4,22,16,0,6,6,6,0,0,65,34,35,15,3,3.0,26,22,1,1,21,13,0,4,3,4,0,0
J-W.Tsonga,E.Gulbis,2,0,1,2,68,40,32,13,9,5,19,14,10,2,38,22,0,6,3,3,0,0,61,40,39,17,12,8,45,24,8,3,25,16,0,3,6,6,0,0
S.Stakhovsky,R.Federer,2,1,3,1,66,83,34,36,17,2,72,17,7,2,96,61,0,6,7,7,7.0,0,72,91,28,24,16,1,57,13,8,1,54,35,0,7,6,5,6.0,0
J.Melzer,J.Reister,2,1,3,1,64,60,36,33,12,1,56,28,12,2,71,49,0,3,7,7,6.0,0,70,68,30,27,10,5,42,21,9,1,39,23,0,6,6,6,2.0,0
N.Almagro,G.Rufin,2,1,3,1,69,71,31,20,21,4,55,17,10,5,29,24,0,7,6,6,6.0,0,63,63,37,18,17,6,48,30,3,2,51,33,0,5,7,3,4.0,0
D.Brown,L.Hewitt,2,1,3,1,64,71,36,25,21,5,74,22,6,5,87,48,0,6,6,6,6.0,0,55,52,45,29,12,4,42,13,10,1,34,15,0,4,4,7,2.0,0
S.Robert,B.Paire,2,0,0,3,61,42,39,23,4,4,29,27,4,0,30,20,0,4,5,4,0,0,57,49,43,23,12,2,39,27,6,3,41,26,0,6,7,6,0,0
J.Levine,J.Del Potro,2,0,0,3,61,41,39,16,13,7,38,29,3,1,41,26,0,2,6,3,0,0,69,46,31,16,13,0,37,13,11,4,10,6,0,6,7,6,0,0
G.Dimitrov,G.Zemlja,2,0,2,3,68,92,32,33,21,5,56,31,17,2,40,31,0,6,6,6,4.0,8.0,56,79,44,47,18,5,51,32,6,1,38,27,0,3,7,3,6.0,9.0
M.Raonic,I.Sijsling,2,0,0,3,68,57,32,17,22,4,48,24,4,0,22,14,0,5,4,6,0,0,67,52,33,23,17,2,40,7,5,2,24,20,0,7,6,7,0,0
D.Brands,T.Berdych,2,0,0,3,75,53,25,11,19,1,33,10,1,1,20,13,0,6,4,2,0,0,58,40,42,26,15,1,55,10,11,4,29,20,0,7,6,6,0,0
K.Anderson,M.Przysiezny,2,1,3,0,69,49,31,18,15,2,33,10,6,3,27,18,0,6,7,6,0,0,60,42,40,21,6,4,28,20,1,1,22,16,0,4,6,4,0,0
J.Blake,B.Tomic,2,0,0,3,59,37,41,16,11,4,38,21,5,2,24,18,0,3,4,5,0,0,72,54,28,13,4,0,33,12,8,5,19,15,0,6,6,7,0,0
R.Gasquet,G.Soeda,2,1,3,1,57,47,43,23,11,5,54,21,18,9,28,22,0,6,6,6,6.0,0,56,45,44,20,2,3,34,31,6,4,44,29,0,0,3,7,3.0,0
J.Struff,J.Chardy,2,1,2,1,55,36,45,17,7,3,20,15,2,1,10,6,0,2,7,2,0,0,59,28,41,16,9,3,30,7,7,2,16,9,0,6,5,1,0,0
N.Djokovic,B.Reynolds,2,1,3,0,59,39,41,22,12,0,41,12,18,4,20,14,0,7,6,6,0,0,68,53,32,15,8,5,25,19,0,0,21,15,0,6,3,1,0,0
T.Robredo,A.Murray,3,0,0,3,67,47,33,12,6,1,34,25,3,1,29,21,0,2,4,5,0,0,65,44,35,16,9,0,40,14,7,5,28,20,0,6,6,7,0,0
A.Mannarino,D.Brown,3,1,3,0,65,44,35,20,16,2,40,10,12,4,28,14,0,6,6,7,0,0,58,42,42,16,11,3,34,20,5,0,61,29,0,4,2,5,0,0
G.Zemlja,J.Del Potro,3,0,0,3,67,53,33,11,14,5,44,27,0,0,21,13,0,5,6,0,0,0,61,47,39,20,10,4,29,12,9,4,13,7,0,7,7,6,0,0
K.Nishikori,A.Seppi,3,0,2,3,69,63,31,23,3,6,44,45,11,3,30,23,0,6,2,7,1.0,4.0,60,65,40,34,9,1,44,28,12,6,32,26,0,3,6,6,6.0,6.0
I.Sijsling,I.Dodig,3,0,0,3,62,12,38,4,3,0,8,10,0,0,14,4,0,0,1,0,0,0,47,12,53,17,5,1,21,6,9,6,6,5,0,6,6,1,0,0
D.Ferrer,A.Dolgopolov,3,1,3,2,70,76,30,22,6,8,34,39,24,7,50,34,0,6,7,2,6.0,6.0,59,76,41,33,15,2,56,34,9,5,53,35,0,7,6,6,1.0,2.0
K.Anderson,T.Berdych,3,0,1,3,60,53,40,25,19,3,45,12,14,3,29,16,0,6,3,4,5.0,0,53,54,47,27,11,5,50,19,18,5,34,24,0,3,6,6,7.0,0
R.Gasquet,B.Tomic,3,0,1,3,69,83,31,27,15,3,73,25,8,1,64,51,0,6,7,5,6.0,0,81,101,19,15,19,1,60,23,7,1,34,25,0,7,5,7,7.0,0
F.Lopez,T.Haas,3,0,1,3,54,48,46,30,14,3,42,25,10,2,38,24,0,6,2,5,4.0,0,76,63,24,18,18,2,43,22,10,5,38,24,0,4,6,7,6.0,0
F.Verdasco,K.De Schepper,4,1,3,0,64,42,36,18,9,4,42,13,14,4,21,13,0,6,6,6,0,0,67,43,33,15,9,3,26,12,2,1,51,31,0,4,4,4,0,0
J.Janowicz,J.Melzer,4,1,3,2,57,68,43,36,16,8,54,26,9,3,42,28,0,3,7,6,4.0,6.0,71,76,29,28,11,3,57,19,12,3,50,32,0,6,6,4,6.0,4.0
L.Kubot,A.Mannarino,4,1,3,2,67,72,33,25,26,7,62,34,16,3,87,56,0,4,6,3,6.0,6.0,59,69,41,35,13,3,51,24,5,2,39,24,0,6,3,6,3.0,4.0
A.Seppi,J.Del Potro,4,0,0,3,59,47,41,18,5,4,36,20,2,0,27,21,0,4,6,3,0,0,72,55,28,18,9,1,36,15,11,2,28,15,0,6,7,6,0,0
D.Ferrer,I.Dodig,4,1,3,1,66,62,34,29,7,3,53,25,15,5,46,31,0,6,7,6,6.0,0,66,64,34,25,14,3,47,32,6,0,54,30,0,7,6,1,1.0,0
B.Tomic,T.Berdych,4,0,1,3,71,82,29,22,19,2,43,31,7,1,24,12,0,6,7,4,4.0,0,58,68,42,30,24,5,68,42,15,3,48,30,0,7,6,6,6.0,0
N.Djokovic,T.Haas,4,1,3,0,65,44,35,17,13,3,40,16,13,6,22,15,0,6,6,7,0,0,73,43,27,14,4,2,25,26,7,2,35,16,0,1,4,6,0,0
F.Verdasco,A.Murray,5,0,2,3,59,63,41,29,11,9,45,45,7,3,45,26,0,6,6,1,4.0,5.0,69,72,31,23,14,3,36,27,11,5,31,22,0,4,3,6,6.0,7.0
N.Djokovic,T.Berdych,5,1,3,0,61,42,39,21,16,1,36,13,10,4,17,11,0,7,6,6,0,0,53,33,47,27,6,4,31,25,2,2,31,21,0,6,4,3,0,0
J.Janowicz,A.Murray,6,0,1,3,55,54,45,27,9,11,43,43,7,1,51,32,0,7,4,4,3.0,0,70,60,30,24,20,1,49,15,13,5,36,22,0,6,6,6,6.0,0
N.Djokovic,J.Del Potro,6,1,3,2,69,102,31,21,22,2,80,48,15,3,56,42,0,7,4,7,6.0,6.0,60,82,40,42,4,4,48,37,7,2,37,25,0,5,6,6,7.0,3.0
N.Djokovic,A.Murray,7,0,0,3,65,40,35,15,4,4,31,40,13,4,52,30,0,4,5,4,0,0,64,48,36,16,9,2,36,21,17,7,37,26,0,6,7,6,0,0
